id,peakid,geneSymbol,peakpos,peakscore,peaknumexon,peakexlength,factor_relpeakpos,exp
iduc001ljb.2,iduc001ljb.2_2,BCCIP,926,5.855240728,7,452,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc001lke.1,iduc001lke.1_1,MKI67,98,4.370340778,1,293,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001lqt.1,iduc001lqt.1_3,EPS8L2,2941,4.611850626,21,827,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc001lsb.1,iduc001lsb.1_1,CD151,1139,3.665493839,8,703,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc001lxc.1,iduc001lxc.1_2,NAP1L4,2186,3.374065718,16,1217,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc001lyh.1,iduc001lyh.1_1,NUP98,210,4.623223076,1,263,UTR5,HumanHEPG2UVvsHumanHEPG2IFN
iduc001lyw.2,iduc001lyw.2_1,RRM1,226,5.852763952,1,338,UTR5,HumanHEPG2UVvsHumanHEPG2IFN
iduc001nmx.2,iduc001nmx.2_1,ZFP91,152,6.063502942,1,509,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001nqa.2,iduc001nqa.2_2,CCDC86,1409,4.626500618,4,883,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc001nqf.1,iduc001nqf.1_1,PRPF19,88,3.619413011,1,221,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001nrc.2,iduc001nrc.2_1,DDB1,1040,3.626230519,7,159,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc001nrp.1,iduc001nrp.1_2,FLJ12529,2228,3.368768349,10,1976,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc001ntq.1,iduc001ntq.1_1,MTA2,157,3.894914748,1,409,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001nvt.1,iduc001nvt.1_1,SNHG1,1880,3.442630581,4,780,NA,HumanHEPG2UVvsHumanHEPG2IFN
iduc001odx.1,iduc001odx.1_1,MALAT1,518,3.072516796,2,7984,NA,HumanHEPG2UVvsHumanHEPG2IFN
iduc001onu.1,iduc001onu.1_2,SAPS3,4465,5.159064009,23,2268,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc001osf.1,iduc001osf.1_4,INPPL1,4206,4.042352501,28,843,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc001pbm.1,iduc001pbm.1_1,PICALM,95,5.281516693,1,416,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001pgs.1,iduc001pgs.1_1,YAP1,130,3.577625859,1,570,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001pqe.1,iduc001pqe.1_2,PAFAH1B2,1044,5.017373772,6,678,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc001ptq.1,iduc001ptq.1_1,ARCN1,90,4.113976754,1,155,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001qio.2,iduc001qio.2_1,WNK1,144,5.074676686,1,1266,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001qjb.1,iduc001qjb.1_7,ERC1,6614,3.402036485,19,3439,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc001qll.1,iduc001qll.1_1,TEAD4,151,3.132247798,1,152,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001qpo.1,iduc001qpo.1_4,CHD4,6145,7.408202345,40,612,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc001qpo.1,iduc001qpo.1_1,CHD4,83,3.573505591,1,86,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001qsd.1,iduc001qsd.1_2,PHB2,1260,4.019233705,9,361,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc001reh.1,iduc001reh.1_1,PDE3A,111,5.971773447,1,982,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001rpg.1,iduc001rpg.1_1,SLC38A2,71,5.731092708,1,256,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001shn.1,iduc001shn.1_1,CD63,158,3.472157295,1,174,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001slr.1,iduc001slr.1_1,ATP5B,158,6.106612903,1,232,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001svb.1,iduc001svb.1_1,CCT2,102,6.496458036,2,75,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001tkn.2,iduc001tkn.2_1,TXNRD1,391,3.97013868,4,110,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc001ukx.2,iduc001ukx.2_2,ANKLE2,1567,3.336782746,8,173,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc001ure.2,iduc001ure.2_1,GTF3A,154,3.402293389,1,395,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001utj.1,iduc001utj.1_1,HSPH1,90,3.298753841,1,505,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001vjv.1,iduc001vjv.1_1,LMO7,1413,5.309176187,7,720,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc001vtm.1,iduc001vtm.1_1,LAMP1,157,4.806530289,1,342,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001vtw.1,iduc001vtw.1_1,TFDP1,82,4.323575948,1,148,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001whm.1,iduc001whm.1_2,PRMT5,2261,4.45904582,17,533,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc001wmv.1,iduc001wmv.1_1,IPO4,1064,3.134816583,1,1090,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc001wtd.1,iduc001wtd.1_1,PSMA6,87,5.345183447,1,185,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001xtw.1,iduc001xtw.1_1,AHSA1,107,5.245457633,1,211,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001xue.2,iduc001xue.2_1,C14orf156,97,4.788413358,1,127,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001yks.1,iduc001yks.1_6,DYNC1H1,12711,3.510760228,70,171,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc001ymi.1,iduc001ymi.1_1,CDC42BPB,104,3.66448284,1,407,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001yno.1,iduc001yno.1_1,KLC1,94,6.076190919,1,307,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc001zkh.1,iduc001zkh.1_1,THBS1,87,3.208351483,1,150,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002abm.1,iduc002abm.1_1,TMOD3,70,4.88800913,1,145,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002aga.1,iduc002aga.1_4,MYO1E,4626,3.688913465,28,1093,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc002arl.1,iduc002arl.1_1,ANP32A,76,3.982020956,1,187,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002blb.1,iduc002blb.1_1,SEC11A,1262,3.403397584,6,526,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc002bpb.2,iduc002bpb.2_1,CIB1,199,3.089981367,1,213,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002cni.2,iduc002cni.2_1,NDUFB10,124,3.187742747,1,239,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002dbt.1,iduc002dbt.1_3,GSPT1,2409,4.010828681,15,490,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc002dbt.1,iduc002dbt.1_2,GSPT1,380,3.805612978,1,583,UTR5,HumanHEPG2UVvsHumanHEPG2IFN
iduc002dlz.1,iduc002dlz.1_1,PLK1,91,3.505209628,1,461,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002dtx.1,iduc002dtx.1_1,MAZ,260,4.357563172,1,360,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc002ead.1,iduc002ead.1_1,SETD1A,90,3.559736524,1,671,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002eup.1,iduc002eup.1_1,NUTF2,56,3.892951405,1,70,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002fcb.1,iduc002fcb.1_1,DHX38,288,3.443085221,1,336,UTR5,HumanHEPG2UVvsHumanHEPG2IFN
iduc002fcq.1,iduc002fcq.1_2,PSMD7,1286,4.696152832,7,1000,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc002fmx.1,iduc002fmx.1_8,ANKRD11,6374,3.173232557,9,6578,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc002fmx.1,iduc002fmx.1_9,ANKRD11,7166,5.109155747,9,6578,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc002fsp.1,iduc002fsp.1_4,MYO1C,4727,3.784204824,32,1567,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc002fuj.1,iduc002fuj.1_1,TSR1,182,4.427510399,1,1054,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002gan.1,iduc002gan.1_2,KIF1C,3199,3.190295776,23,1234,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc002gbm.2,iduc002gbm.2_4,RABEP1,4065,3.415690155,19,2243,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc002gbo.1,iduc002gbo.1_1,NUP88,94,5.180509288,1,323,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002gby.1,iduc002gby.1_1,C1QBP,79,4.521105375,1,310,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002ghm.1,iduc002ghm.1_2,SENP3,725,3.734559096,2,726,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc002ghp.1,iduc002ghp.1_2,EIF4A1,2155,3.388705959,11,665,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc002gjd.2,iduc002gjd.2_4,CHD3,6438,3.793895883,40,1294,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc002glj.1,iduc002glj.1_2,NDEL1,1857,3.405447844,9,1234,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc002grt.1,iduc002grt.1_1,SREBF1,93,3.412510571,1,285,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002haz.1,iduc002haz.1_1,POLDIP2,112,3.513263147,1,208,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002hby.1,iduc002hby.1_1,SUPT6H,5538,6.211531429,37,793,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc002hdz.1,iduc002hdz.1_3,TAOK1,3773,5.172594188,20,1924,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc002hhj.2,iduc002hhj.2_1,ZNF207,95,3.070167221,1,189,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002hjq.1,iduc002hjq.1_1,AP2B1,132,3.790691592,1,166,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002hxs.1,iduc002hxs.1_1,JUP,2847,3.518545026,14,1284,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc002hyx.2,iduc002hyx.2_1,KAT2A,84,3.203201156,1,399,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002hza.1,iduc002hza.1_1,RAB5C,86,3.787440908,1,112,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002iig.1,iduc002iig.1_1,HEXIM1,432,3.075532631,1,4785,UTR5,HumanHEPG2UVvsHumanHEPG2IFN
iduc002ilt.1,iduc002ilt.1_1,KPNB1,136,4.840706871,1,376,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002iqt.1,iduc002iqt.1_4,LRRC59,2749,3.131500842,7,1998,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc002iss.1,iduc002iss.1_1,CROP,66,3.780387874,1,216,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002its.1,iduc002its.1_1,UTP18,137,4.659551817,1,391,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002ivc.1,iduc002ivc.1_2,MRPS23,611,3.641406404,5,455,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc002jcb.1,iduc002jcb.1_1,PSMC5,719,3.630384579,7,127,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc002jek.1,iduc002jek.1_1,DDX5,91,4.37893204,1,214,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002jfy.1,iduc002jfy.1_2,PSMD12,1393,3.705900881,11,550,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc002jnm.2,iduc002jnm.2_2,MRPS7,1202,3.455529993,5,675,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc002jqk.1,iduc002jqk.1_1,SRP68,1965,6.010405621,16,824,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc002jwf.1,iduc002jwf.1_5,TIMP2,3500,3.553053253,5,2888,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc002kbg.1,iduc002kbg.1_1,HGS,2568,4.530445355,22,610,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc002kbn.1,iduc002kbn.1_1,P4HB,181,3.083422125,1,342,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002kdu.1,iduc002kdu.1_3,FASN,7977,3.95419631,43,943,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc002kqp.1,iduc002kqp.1_1,IMPA2,173,4.810854362,1,310,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002lvy.1,iduc002lvy.1_2,LMNB2,4428,3.043644473,12,2787,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc002lxw.1,iduc002lxw.1_1,C19orf28,73,3.263923644,1,468,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002mcd.1,iduc002mcd.1_1,SAFB2,223,4.030767399,1,398,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc002mem.1,iduc002mem.1_1,CLPP,1022,3.654893757,6,367,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc002miz.1,iduc002miz.1_1,TIMM44,1491,5.000180326,13,589,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc002mna.1,iduc002mna.1_1,PPAN-P2RY11,2005,3.177031888,13,1756,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc002moy.1,iduc002moy.1_2,KRI1,2235,4.334827235,19,1197,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc002mpt.1,iduc002mpt.1_1,DNM2,88,3.254009841,1,325,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002mvu.1,iduc002mvu.1_2,CALR,1758,4.095018489,9,777,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc002myc.1,iduc002myc.1_1,PRKACA,73,3.318420602,1,246,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002mzg.1,iduc002mzg.1_1,NDUFB7,502,3.236560672,3,188,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc002ndt.1,iduc002ndt.1_2,FAM32A,771,3.658044459,4,1160,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc002nhc.1,iduc002nhc.1_1,GLT25D1,75,3.926460733,1,272,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002niq.1,iduc002niq.1_1,LSM4,952,4.170986636,5,649,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc002nvg.1,iduc002nvg.1_1,GPI,1831,4.798494945,18,431,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc002nvk.1,iduc002nvk.1_1,UBA2,2115,4.651556448,17,854,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc002odj.1,iduc002odj.1_1,CAPNS1,158,3.224657734,2,224,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002oja.1,iduc002oja.1_6,ACTN4,3284,3.068730104,21,1257,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc002oja.1,iduc002oja.1_5,ACTN4,2801,4.212571672,21,1257,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc002pai.1,iduc002pai.1_1,CLPTM1,2106,3.077242999,14,731,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc002por.1,iduc002por.1_2,SCAF1,1628,3.145941782,6,2838,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc002qdh.1,iduc002qdh.1_3,PRPF31,1957,3.9050398,14,405,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc002qfw.1,iduc002qfw.1_4,LENG8,3516,3.54308339,16,1251,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc002qfw.1,iduc002qfw.1_2,LENG8,2600,4.559090784,16,1251,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc002raj.1,iduc002raj.1_3,HPCAL1,1328,3.62214946,5,894,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc002rbd.1,iduc002rbd.1_2,ROCK2,4305,4.419960178,31,262,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc002rwd.2,iduc002rwd.2_3,MSH6,2408,3.262786418,4,2545,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc002rzj.1,iduc002rzj.1_2,EFEMP1,2345,3.604862058,11,1268,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc002siz.1,iduc002siz.1_1,CCT7,97,3.548798184,1,108,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002sow.1,iduc002sow.1_1,TMSB10,333,4.534562312,3,287,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc002svm.2,iduc002svm.2_1,STARD7,318,4.924227912,1,691,UTR5,HumanHEPG2UVvsHumanHEPG2IFN
iduc002tra.1,iduc002tra.1_1,IMP4,69,3.405652061,2,109,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002txg.1,iduc002txg.1_1,RND3,72,3.55441542,1,118,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002ubu.1,iduc002ubu.1_1,PSMD14,97,3.855656254,1,176,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002ufk.1,iduc002ufk.1_1,SSB,67,5.800843149,1,98,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002uui.1,iduc002uui.1_1,HSPD1,109,6.155508848,1,135,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002vhd.1,iduc002vhd.1_2,ARPC2,1153,4.032173571,11,458,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc002vhd.1,iduc002vhd.1_1,ARPC2,101,3.405192599,1,104,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002vrn.1,iduc002vrn.1_2,PSMD1,3131,4.658681767,25,225,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc002waz.2,iduc002waz.2_5,HDLBP,5886,3.570430171,28,2424,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc002waz.2,iduc002waz.2_3,HDLBP,4625,3.578887986,28,2424,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc002waz.2,iduc002waz.2_2,HDLBP,4301,5.416040615,28,2424,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc002wpr.1,iduc002wpr.1_1,DSTN,206,5.133399125,1,258,UTR5,HumanHEPG2UVvsHumanHEPG2IFN
iduc002wwp.1,iduc002wwp.1_1,TPX2,282,3.414394444,1,521,UTR5,HumanHEPG2UVvsHumanHEPG2IFN
iduc002xgp.1,iduc002xgp.1_1,RPN2,87,4.065339098,1,299,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002xlb.1,iduc002xlb.1_1,MYBL2,2490,3.402098444,14,524,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc002xmt.1,iduc002xmt.1_1,YWHAB,95,3.766283052,1,184,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002xpm.1,iduc002xpm.1_1,UBE2C,90,3.483216929,1,181,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002xxt.2,iduc002xxt.2_2,C20orf43,1428,3.163478056,9,800,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc002ylz.1,iduc002ylz.1_1,APP,130,3.917325663,1,251,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002zdm.2,iduc002zdm.2_3,PDXK,2520,3.006796691,11,6357,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc002zds.2,iduc002zds.2_1,RRP1,121,4.045365304,1,226,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002zfy.1,iduc002zfy.1_4,UBE2G2,2229,3.227817793,6,2450,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc002zro.1,iduc002zro.1_1,RANBP1,95,5.834331988,1,164,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002zsq.1,iduc002zsq.1_1,MED15,2440,4.587515014,17,1065,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc003afj.1,iduc003afj.1_1,AP1B1,99,3.471621028,1,157,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003aij.1,iduc003aij.1_2,PES1,2110,4.384301038,15,505,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc003apg.1,iduc003apg.1_1,MYH9,72,3.405428259,1,130,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003apr.1,iduc003apr.1_1,EIF3D,163,5.252235355,2,133,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003avg.1,iduc003avg.1_1,TMEM184B,70,3.009586049,1,127,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003avk.1,iduc003avk.1_3,CSNK1E,2185,3.204140717,11,1248,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc003azu.1,iduc003azu.1_1,RANGAP1,112,3.199237165,1,227,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003bxv.1,iduc003bxv.1_3,NUP210,6928,4.011078132,40,1545,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc003ckr.2,iduc003ckr.2_1,CTNNB1,133,5.966887838,1,220,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003ctz.2,iduc003ctz.2_2,COL7A1,3611,3.242602506,27,173,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc003cub.1,iduc003cub.1_1,UQCRC1,98,4.341727037,1,114,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003cza.1,iduc003cza.1_2,IFRD2,1694,4.391080297,12,583,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc003dgq.1,iduc003dgq.1_1,TKT,640,3.600904045,6,119,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc003djj.1,iduc003djj.1_5,FLNB,9352,4.430151436,46,1676,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc003dkf.2,iduc003dkf.2_2,PDHB,1203,4.035975744,10,553,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc003dtl.1,iduc003dtl.1_1,C3orf26,112,3.568219237,1,207,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003ekr.1,iduc003ekr.1_1,RPN1,138,3.526760629,1,337,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003etf.2,iduc003etf.2_1,COPB2,112,3.511911596,1,133,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003ffe.2,iduc003ffe.2_1,GOLIM4,84,5.218974857,1,531,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003ffe.2,iduc003ffe.2_2,GOLIM4,326,4.65762834,1,531,UTR5,HumanHEPG2UVvsHumanHEPG2IFN
iduc003fsf.1,iduc003fsf.1_2,LEPREL1,3244,4.11493097,16,610,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc003fsf.1,iduc003fsf.1_1,LEPREL1,343,5.15578712,1,678,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc003gqx.1,iduc003gqx.1_1,DHX15,105,5.01264316,1,239,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003gvz.2,iduc003gvz.2_1,LIMCH1,2395,3.852997588,13,261,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc003hnh.1,iduc003hnh.1_2,SEC31A,3925,4.115885162,27,593,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc003hya.1,iduc003hya.1_1,NPNT,75,4.735792928,1,276,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003jat.1,iduc003jat.1_1,PDCD6,104,3.363097284,1,201,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003jet.1,iduc003jet.1_1,6-Mar,3327,3.03661757,26,1786,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc003jff.1,iduc003jff.1_2,TRIO,7333,6.522254575,48,797,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc003jkl.2,iduc003jkl.2_2,NIPBL,2131,4.354148912,10,1626,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc003kyj.1,iduc003kyj.1_1,HSPA4,2749,7.088311236,19,785,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc003lbf.2,iduc003lbf.2_1,TGFBI,2397,3.774059285,17,633,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc003ldf.1,iduc003ldf.1_1,HSPA9,111,4.163901214,1,189,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003llb.2,iduc003llb.2_1,DIAPH1,148,5.317627957,1,258,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003lob.1,iduc003lob.1_3,TCERG1,3529,5.980939266,22,1066,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc003lum.1,iduc003lum.1_2,G3BP1,1797,5.348990628,12,1470,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc003lvp.1,iduc003lvp.1_2,LARP1,569,3.031172289,1,865,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc003lvp.1,iduc003lvp.1_5,LARP1,4397,4.818269337,19,3717,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc003lxu.1,iduc003lxu.1_1,TTC1,54,5.50589093,2,359,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003lzx.1,iduc003lzx.1_1,RARS,100,6.057786903,2,135,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003mkw.2,iduc003mkw.2_1,SQSTM1,152,4.140772824,1,300,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003mxp.1,iduc003mxp.1_12,DSP,8556,4.175723355,24,4072,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc003mxv.1,iduc003mxv.1_1,TXNDC5,96,3.603071881,1,295,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003ncd.1,iduc003ncd.1_1,NUP153,156,4.934044647,1,311,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003ncr.1,iduc003ncr.1_1,DEK,124,7.906169068,1,184,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003nfw.1,iduc003nfw.1_1,HIST1H1C,79,3.667301658,1,732,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003nlr.1,iduc003nlr.1_3,TRIM27,2757,3.194822505,8,1664,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc003nrg.2,iduc003nrg.2_1,MDC1,770,3.138580117,3,381,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc003nvb.2,iduc003nvb.2_1,BAT2,127,3.146999138,1,186,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
