id,geneSymbol,peakpos,peakscore,peaknumexon,peakexlength,factor_relpeakpos,exp
iduc002grt.1,SREBF1,93.00,3.41,1.00,285.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002haz.1,POLDIP2,112.00,3.51,1.00,208.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002hby.1,SUPT6H,5538.00,6.21,37.00,793.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc002hdz.1,TAOK1,3773.00,5.17,20.00,1924.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc002hhj.2,ZNF207,95.00,3.07,1.00,189.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002hjq.1,AP2B1,132.00,3.79,1.00,166.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002hxs.1,JUP,2847.00,3.51,14.00,1284.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc002hyx.2,KAT2A,84.00,3.20,1.00,399.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002hza.1,RAB5C,86.00,3.78,1.00,112.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002iig.1,HEXIM1,432.00,3.07,1.00,4785.00,UTR5,HumanHEPG2UVvsHumanHEPG2IFN
iduc002ilt.1,KPNB1,136.00,4.84,1.00,376.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002iqt.1,LRRC59,2749.00,3.13,7.00,1998.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc002iss.1,CROP,66.00,3.78,1.00,216.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002its.1,UTP18,137.00,4.65,1.00,391.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002ivc.1,MRPS23,611.00,3.64,5.00,455.00,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc002jcb.1,PSMC5,719.00,3.63,7.00,127.00,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc002jek.1,DDX5,91.00,4.37,1.00,214.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002jfy.1,PSMD12,1393.00,3.70,11.00,550.00,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc002jnm.2,MRPS7,1202.00,3.45,5.00,675.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc002jqk.1,SRP68,1965.00,6.01,16.00,824.00,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc002jwf.1,TIMP2,3500.00,3.55,5.00,2888.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc002kbg.1,HGS,2568.00,4.53,22.00,610.00,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc002kbn.1,P4HB,181.00,3.08,1.00,342.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002kdu.1,FASN,7977.00,3.95,43.00,943.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc002kqp.1,IMPA2,173.00,4.81,1.00,310.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002lvy.1,LMNB2,4428.00,3.04,12.00,2787.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc002lxw.1,C19orf28,73.00,3.26,1.00,468.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002mcd.1,SAFB2,223.00,4.03,1.00,398.00,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc002mem.1,CLPP,1022.00,3.65,6.00,367.00,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc002miz.1,TIMM44,1491.00,5.00,13.00,589.00,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc002mna.1,PPAN-P2RY11,2005.00,3.17,13.00,1756.00,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc002moy.1,KRI1,2235.00,4.33,19.00,1197.00,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc002mpt.1,DNM2,88.00,3.25,1.00,325.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002mvu.1,CALR,1758.00,4.09,9.00,777.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc002myc.1,PRKACA,73.00,3.31,1.00,246.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002mzg.1,NDUFB7,502.00,3.23,3.00,188.00,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc002ndt.1,FAM32A,771.00,3.65,4.00,1160.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc002nhc.1,GLT25D1,75.00,3.92,1.00,272.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002niq.1,LSM4,952.00,4.17,5.00,649.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc002nvg.1,GPI,1831.00,4.79,18.00,431.00,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc002nvk.1,UBA2,2115.00,4.65,17.00,854.00,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc002odj.1,CAPNS1,158.00,3.22,2.00,224.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002oja.1,ACTN4,3284.00,3.06,21.00,1257.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc002oja.1,ACTN4,2801.00,4.21,21.00,1257.00,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc002pai.1,CLPTM1,2106.00,3.07,14.00,731.00,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc002por.1,SCAF1,1628.00,3.14,6.00,2838.00,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc002qdh.1,PRPF31,1957.00,3.90,14.00,405.00,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc002qfw.1,LENG8,3516.00,3.54,16.00,1251.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc002qfw.1,LENG8,2600.00,4.55,16.00,1251.00,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc002raj.1,HPCAL1,1328.00,3.62,5.00,894.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc002rbd.1,ROCK2,4305.00,4.41,31.00,262.00,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc002rwd.2,MSH6,2408.00,3.26,4.00,2545.00,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc002rzj.1,EFEMP1,2345.00,3.60,11.00,1268.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc002siz.1,CCT7,97.00,3.54,1.00,108.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002sow.1,TMSB10,333.00,4.53,3.00,287.00,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc002svm.2,STARD7,318.00,4.92,1.00,691.00,UTR5,HumanHEPG2UVvsHumanHEPG2IFN
iduc002tra.1,IMP4,69.00,3.40,2.00,109.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002txg.1,RND3,72.00,3.55,1.00,118.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002ubu.1,PSMD14,97.00,3.85,1.00,176.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002ufk.1,SSB,67.00,5.80,1.00,98.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002uui.1,HSPD1,109.00,6.15,1.00,135.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002vhd.1,ARPC2,1153.00,4.03,11.00,458.00,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc002vhd.1,ARPC2,101.00,3.40,1.00,104.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002vrn.1,PSMD1,3131.00,4.65,25.00,225.00,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc002waz.2,HDLBP,5886.00,3.57,28.00,2424.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc002waz.2,HDLBP,4625.00,3.57,28.00,2424.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc002waz.2,HDLBP,4301.00,5.41,28.00,2424.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc002wpr.1,DSTN,206.00,5.13,1.00,258.00,UTR5,HumanHEPG2UVvsHumanHEPG2IFN
iduc002wwp.1,TPX2,282.00,3.41,1.00,521.00,UTR5,HumanHEPG2UVvsHumanHEPG2IFN
iduc002xgp.1,RPN2,87.00,4.06,1.00,299.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002xlb.1,MYBL2,2490.00,3.40,14.00,524.00,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc002xmt.1,YWHAB,95.00,3.76,1.00,184.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002xpm.1,UBE2C,90.00,3.48,1.00,181.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002xxt.2,C20orf43,1428.00,3.16,9.00,800.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc002ylz.1,APP,130.00,3.91,1.00,251.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002zdm.2,PDXK,2520.00,3.00,11.00,6357.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc002zds.2,RRP1,121.00,4.04,1.00,226.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002zfy.1,UBE2G2,2229.00,3.22,6.00,2450.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc002zro.1,RANBP1,95.00,5.83,1.00,164.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc002zsq.1,MED15,2440.00,4.58,17.00,1065.00,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc003afj.1,AP1B1,99.00,3.47,1.00,157.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003aij.1,PES1,2110.00,4.38,15.00,505.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc003apg.1,MYH9,72.00,3.40,1.00,130.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003apr.1,EIF3D,163.00,5.25,2.00,133.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003avg.1,TMEM184B,70.00,3.00,1.00,127.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003avk.1,CSNK1E,2185.00,3.20,11.00,1248.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc003azu.1,RANGAP1,112.00,3.19,1.00,227.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003bxv.1,NUP210,6928.00,4.01,40.00,1545.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc003ckr.2,CTNNB1,133.00,5.96,1.00,220.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003ctz.2,COL7A1,3611.00,3.24,27.00,173.00,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc003cub.1,UQCRC1,98.00,4.34,1.00,114.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003cza.1,IFRD2,1694.00,4.39,12.00,583.00,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc003dgq.1,TKT,640.00,3.60,6.00,119.00,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc003djj.1,FLNB,9352.00,4.43,46.00,1676.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc003dkf.2,PDHB,1203.00,4.03,10.00,553.00,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc003dtl.1,C3orf26,112.00,3.56,1.00,207.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003ekr.1,RPN1,138.00,3.52,1.00,337.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003etf.2,COPB2,112.00,3.51,1.00,133.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003ffe.2,GOLIM4,84.00,5.21,1.00,531.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003ffe.2,GOLIM4,326.00,4.65,1.00,531.00,UTR5,HumanHEPG2UVvsHumanHEPG2IFN
iduc003fsf.1,LEPREL1,3244.00,4.11,16.00,610.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc003fsf.1,LEPREL1,343.00,5.15,1.00,678.00,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc003gqx.1,DHX15,105.00,5.01,1.00,239.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003gvz.2,LIMCH1,2395.00,3.85,13.00,261.00,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc003hnh.1,SEC31A,3925.00,4.11,27.00,593.00,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc003hya.1,NPNT,75.00,4.73,1.00,276.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003jat.1,PDCD6,104.00,3.36,1.00,201.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003jet.1,6-Mar,3327.00,3.03,26.00,1786.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc003jff.1,TRIO,7333.00,6.52,48.00,797.00,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc003jkl.2,NIPBL,2131.00,4.35,10.00,1626.00,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc003kyj.1,HSPA4,2749.00,7.08,19.00,785.00,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc003lbf.2,TGFBI,2397.00,3.77,17.00,633.00,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc003ldf.1,HSPA9,111.00,4.16,1.00,189.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003llb.2,DIAPH1,148.00,5.31,1.00,258.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003lob.1,TCERG1,3529.00,5.98,22.00,1066.00,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc003lum.1,G3BP1,1797.00,5.34,12.00,1470.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc003lvp.1,LARP1,569.00,3.03,1.00,865.00,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc003lvp.1,LARP1,4397.00,4.81,19.00,3717.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc003lxu.1,TTC1,54.00,5.50,2.00,359.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003lzx.1,RARS,100.00,6.05,2.00,135.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003mkw.2,SQSTM1,152.00,4.14,1.00,300.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003mxp.1,DSP,8556.00,4.17,24.00,4072.00,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc003mxv.1,TXNDC5,96.00,3.60,1.00,295.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003ncd.1,NUP153,156.00,4.93,1.00,311.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003ncr.1,DEK,124.00,7.90,1.00,184.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003nfw.1,HIST1H1C,79.00,3.66,1.00,732.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003nlr.1,TRIM27,2757.00,3.19,8.00,1664.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc003nrg.2,MDC1,770.00,3.13,3.00,381.00,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc003nvb.2,BAT2,127.00,3.14,1.00,186.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003nwr.1,CLIC1,125.00,3.38,1.00,303.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003nxe.1,VARS,287.00,4.80,1.00,390.00,UTR5,HumanHEPG2UVvsHumanHEPG2IFN
iduc003ocn.2,BRD2,726.00,3.50,2.00,1333.00,UTR5,HumanHEPG2UVvsHumanHEPG2IFN
iduc003ofa.1,C6orf125,104.00,3.00,1.00,179.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003oui.1,SRF,548.00,3.15,1.00,988.00,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc003oxa.1,HSP90AB1,2305.00,3.22,12.00,389.00,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc003pcz.2,DST,9249.00,3.76,52.00,1472.00,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc003pit.1,HMGN3,565.00,3.61,6.00,482.00,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc003pla.1,SYNCRIP,2190.00,3.64,11.00,1127.00,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc003qta.1,IGF2R,8856.00,4.61,48.00,1878.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc003sly.1,EIF3B,96.00,4.13,1.00,582.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003tff.1,ANLN,901.00,3.58,4.00,386.00,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc003tkf.2,POLD2,1473.00,3.71,11.00,259.00,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc003tqk.1,EGFR,84.00,3.41,1.00,334.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003tyc.1,BAZ1B,104.00,3.81,1.00,452.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003uyx.2,CUX1,4021.00,5.13,24.00,1653.00,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc003vew.2,LAMB1,4513.00,3.61,27.00,242.00,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc003wob.1,FAM62B,178.00,7.07,1.00,540.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003xeg.1,DOCK5,70.00,4.52,1.00,180.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003xql.1,MCM4,1802.00,3.56,11.00,366.00,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc003xql.1,MCM4,145.00,4.37,1.00,281.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003xuj.1,ASPH,2357.00,4.76,25.00,249.00,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc003yhz.1,MTDH,87.00,3.81,1.00,709.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003yjs.1,PABPC1,635.00,4.70,1.00,697.00,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc003yjs.1,PABPC1,270.00,3.71,1.00,697.00,UTR5,HumanHEPG2UVvsHumanHEPG2IFN
iduc003yoa.1,EIF3H,1135.00,4.26,8.00,288.00,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc003yyl.1,NAPRT1,72.00,4.04,1.00,231.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003zaf.1,PLEC1,14390.00,3.27,32.00,7243.00,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc003zaz.2,CYC1,97.00,3.53,1.00,172.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003zbt.2,HSF1,1709.00,3.31,13.00,598.00,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc003zcb.1,FBXL6,136.00,3.11,1.00,441.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003zfc.2,C8orf33,84.00,4.12,2.00,312.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003zsd.1,DNAJA1,150.00,3.88,1.00,173.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003zvy.2,VCP,192.00,5.21,1.00,406.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003zzu.1,GRHPR,93.00,3.69,1.00,124.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc003zzy.1,POLR1E,1549.00,3.08,12.00,654.00,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc004amv.1,UBQLN1,140.00,6.42,1.00,539.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc004azb.1,COL15A1,4263.00,4.48,42.00,1114.00,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc004bde.1,RAD23B,3179.00,3.16,10.00,2647.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc004brh.1,FAM129B,91.00,3.75,1.00,257.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc004bvl.2,SPTAN1,7723.00,3.21,56.00,453.00,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc004byp.1,C9orf78,1335.00,4.86,9.00,968.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc004cci.2,GTF3C5,256.00,4.57,1.00,490.00,UTR5,HumanHEPG2UVvsHumanHEPG2IFN
iduc004cfe.1,COL5A1,3592.00,3.66,41.00,54.00,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc004chx.1,SEC16A,8456.00,3.92,32.00,1728.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc004chx.1,SEC16A,8102.00,4.63,32.00,1728.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc004cjt.1,EDF1,433.00,4.59,5.00,227.00,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc004dbc.1,EIF2S3,2165.00,3.45,12.00,2092.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc004dfe.1,DDX3X,589.00,5.10,1.00,900.00,UTR5,HumanHEPG2UVvsHumanHEPG2IFN
iduc004dhf.1,RBM10,149.00,3.99,1.00,254.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc004dho.1,PCTK1,2654.00,4.86,16.00,1265.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc004ear.1,RPS4X,125.00,4.52,2.00,78.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc004eqd.1,PLS3,742.00,3.47,7.00,166.00,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc004erb.1,PGRMC1,76.00,3.86,1.00,392.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc004fjm.1,ARD1A,100.00,3.85,1.00,132.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc004flk.1,FAM50A,825.00,3.87,9.00,55.00,CDS,HumanHEPG2UVvsHumanHEPG2IFN
iduc004fmm.1,DKC1,91.00,4.47,1.00,107.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc004fmm.1,DKC1,1908.00,4.54,15.00,887.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc009zyd.1,NCOR2,7831.00,3.17,48.00,1169.00,AroundStop,HumanHEPG2UVvsHumanHEPG2IFN
iduc010aod.1,C14orf166,101.00,3.30,1.00,191.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc010cpw.1,ALKBH5,689.00,3.36,1.00,1461.00,UTR5,HumanHEPG2UVvsHumanHEPG2IFN
iduc010dka.1,TYMS,134.00,4.07,1.00,344.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc010ehj.1,AXL,83.00,4.32,1.00,275.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc010krz.1,HEATR2,84.00,3.00,1.00,615.00,TxStart,HumanHEPG2UVvsHumanHEPG2IFN
iduc010nhs.1,ARAF,2307.00,4.42,16.00,599.00,UTR3,HumanHEPG2UVvsHumanHEPG2IFN
iduc001bby.1,PQLC2,1814.00,3.03,9.00,729.00,UTR3,HumanHEPG2UVvsHumanHEPG2
iduc001eyd.1,POGZ,4657.00,3.44,19.00,3741.00,AroundStop,HumanHEPG2UVvsHumanHEPG2
iduc001gpy.2,LAMC1,5816.00,3.93,28.00,3059.00,UTR3,HumanHEPG2UVvsHumanHEPG2
iduc001hdb.2,NUCKS1,1418.00,4.74,7.00,5661.00,UTR3,HumanHEPG2UVvsHumanHEPG2
iduc001lej.1,TIAL1,1927.00,4.01,12.00,2326.00,AroundStop,HumanHEPG2UVvsHumanHEPG2
iduc001lke.1,MKI67,98.00,4.37,1.00,293.00,TxStart,HumanHEPG2UVvsHumanHEPG2
iduc001mhs.1,WEE1,300.00,4.01,1.00,1717.00,UTR5,HumanHEPG2UVvsHumanHEPG2
iduc001pqe.1,PAFAH1B2,1044.00,5.01,6.00,678.00,UTR3,HumanHEPG2UVvsHumanHEPG2
iduc001qio.2,WNK1,8875.00,3.32,28.00,2978.00,UTR3,HumanHEPG2UVvsHumanHEPG2
iduc001tyy.1,MLEC,1500.00,3.76,5.00,5549.00,UTR3,HumanHEPG2UVvsHumanHEPG2
iduc001vjv.1,LMO7,1831.00,5.34,7.00,720.00,CDS,HumanHEPG2UVvsHumanHEPG2
iduc001vjv.1,LMO7,1413.00,5.30,7.00,720.00,CDS,HumanHEPG2UVvsHumanHEPG2
iduc001woo.1,CIDEB,835.00,3.10,2.00,352.00,UTR5,HumanHEPG2UVvsHumanHEPG2
iduc001zrs.1,TP53BP1,1694.00,3.85,12.00,1327.00,CDS,HumanHEPG2UVvsHumanHEPG2
iduc002aga.1,MYO1E,4626.00,3.68,28.00,1093.00,UTR3,HumanHEPG2UVvsHumanHEPG2
iduc002ead.1,SETD1A,90.00,3.55,1.00,671.00,TxStart,HumanHEPG2UVvsHumanHEPG2
iduc002fkv.1,ZFPM1,1603.00,3.07,10.00,2019.00,CDS,HumanHEPG2UVvsHumanHEPG2
iduc002gbm.2,RABEP1,4065.00,3.41,19.00,2243.00,UTR3,HumanHEPG2UVvsHumanHEPG2
iduc002huj.1,CDC6,2608.00,3.70,12.00,1250.00,UTR3,HumanHEPG2UVvsHumanHEPG2
iduc002hxs.1,JUP,2847.00,3.51,14.00,1284.00,UTR3,HumanHEPG2UVvsHumanHEPG2
iduc002jbs.2,CCDC47,2259.00,3.06,13.00,1712.00,UTR3,HumanHEPG2UVvsHumanHEPG2
iduc002jcb.1,PSMC5,719.00,3.63,7.00,127.00,CDS,HumanHEPG2UVvsHumanHEPG2
iduc002jwf.1,TIMP2,3500.00,3.55,5.00,2888.00,UTR3,HumanHEPG2UVvsHumanHEPG2
iduc002lrp.1,MIDN,2864.00,4.07,8.00,2149.00,UTR3,HumanHEPG2UVvsHumanHEPG2
iduc002mem.1,CLPP,1022.00,3.65,6.00,367.00,AroundStop,HumanHEPG2UVvsHumanHEPG2
iduc002mvu.1,CALR,1758.00,4.09,9.00,777.00,UTR3,HumanHEPG2UVvsHumanHEPG2
iduc002odj.1,CAPNS1,158.00,3.22,2.00,224.00,TxStart,HumanHEPG2UVvsHumanHEPG2
iduc002pbv.1,ERCC1,1193.00,3.52,8.00,312.00,AroundStop,HumanHEPG2UVvsHumanHEPG2
iduc002vhd.1,ARPC2,1153.00,4.03,11.00,458.00,AroundStop,HumanHEPG2UVvsHumanHEPG2
iduc002xai.1,AHCY,1887.00,3.57,10.00,896.00,UTR3,HumanHEPG2UVvsHumanHEPG2
iduc002zdm.2,PDXK,2520.00,3.00,11.00,6357.00,UTR3,HumanHEPG2UVvsHumanHEPG2
iduc003dgq.1,TKT,640.00,3.60,6.00,119.00,CDS,HumanHEPG2UVvsHumanHEPG2
iduc003dkf.2,PDHB,1203.00,4.03,10.00,553.00,AroundStop,HumanHEPG2UVvsHumanHEPG2
iduc003gvz.2,LIMCH1,2395.00,3.85,13.00,261.00,CDS,HumanHEPG2UVvsHumanHEPG2
iduc003lum.1,G3BP1,1797.00,5.34,12.00,1470.00,UTR3,HumanHEPG2UVvsHumanHEPG2
